Type,Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
GSF-GSF,143953,36529852,215.5517126,42.4635002,-1.169430322,211.3244529,42.4796,2.30747,-0.0275327,1,155.0713374,-49.29630007,3.26188543,146.9910017,49.4041,1.8106,3.07552,-1,94.44794683
GSF-GSF,143953,610399067,44.51177582,-28.76662891,-12.43564721,-31.6090798,31.3395,-0.887443,-2.73356,1,45.65072209,38.8469838,23.79949324,-2.91279901,45.5577,-0.063893,0.549667,-1,81.89484331
GSF-GSF,143953,398028458,57.19975281,-11.92534178,26.02845177,49.51886149,28.6303,1.31573,2.00042,1,40.40151027,-9.0487295,-37.40969295,-12.2848443,38.4885,-0.313997,-1.80812,-1,87.00683997
GSF-GSF,143953,242997086,38.58445463,-3.188147107,-27.51772958,26.85833977,27.7018,0.859679,-1.68614,-1,51.00969952,3.084997827,28.32509564,-42.3102965,28.4926,-1.18639,1.46231,1,88.24787255
GSF-GSF,143953,101277906,63.93090932,-32.1286577,25.16989844,-49.20758816,40.8139,-1.01959,2.47705,1,34.41781242,19.26967401,-19.70349592,20.61644303,27.5599,0.691594,-0.796529,-1,93.05795221
GSF-GSF,143953,497919442,47.86931055,43.12207381,-18.97289541,8.484508389,47.1114,0.179135,-0.414491,-1,49.92439869,-40.23030981,17.1925761,24.04959634,43.75,0.525222,2.73773,1,92.16078212
GSF-GSF,143953,405875336,159.904078,-5.61453591,-52.93296932,150.7842561,53.2299,1.76417,-1.67647,1,66.38125351,-6.9119975,34.12359779,56.51791912,34.8166,1.26127,1.77065,-1,87.86440054
GSF-GSF,143953,319480222,297.029578,49.74278266,-11.41929594,-292.6120733,51.0367,-2.44697,-0.225657,1,264.2179297,-42.13207064,7.344326112,-260.733703,42.7674,-2.50753,2.96901,-1,93.44885454
GSF-GSF,143953,219900347,51.15740306,0.35458751,49.68683477,12.17261704,49.6881,0.242594,1.56366,1,35.18725201,-5.67275867,-33.68436722,-8.445467311,34.1587,-0.24479,-1.73764,-1,84.59991667
GSF-GSF,143953,482320673,102.4401463,-5.14194554,-33.24469877,-96.75915449,33.64,-1.77859,-1.72425,-1,29.40289459,-1.564263364,29.34603877,0.945144923,29.3877,0.0321557,1.62405,1,90.23353157
GSF-GSF,143953,670842906,239.6093291,-19.9299166,35.10046791,-236.1850676,40.3639,-2.46705,2.0872,1,69.82845617,11.12128485,-31.48485253,-61.32727268,33.3913,-1.36809,-1.23125,1,84.54280365
GSF-GSF,143953,360183622,131.987874,-16.10320215,18.89397789,129.6321849,24.8253,2.35503,2.27662,-1,27.76118727,19.86401957,-18.97438064,4.009628981,27.4701,0.14545,-0.762496,1,87.43842375
GSF-GSF,143953,87371771,108.4535282,-39.35970959,12.47674247,-100.2861503,41.2899,-1.62047,2.83462,1,38.256043,36.14705575,-3.408468189,-12.05394255,36.3074,-0.326182,-0.0940165,-1,93.86611253
GSF-GSF,143953,455050872,48.16826587,-32.7015985,16.3968136,-31.33579097,36.5821,-0.776249,2.67682,1,127.5842539,30.90176178,-25.46737202,-121.1372607,40.0438,-1.82636,-0.689288,-1,86.92181706
GSF-GSF,143953,453238558,145.2526102,42.88158332,10.29593472,138.3961138,44.1003,1.86127,0.235641,-1,159.9979505,-42.15504077,-17.07393862,153.3974488,45.4815,1.93016,-2.75676,1,89.37534559
GSF-GSF,143953,719469322,52.3319194,27.53821012,-2.647692285,44.42146437,27.6652,1.25199,-0.0958515,-1,39.90882522,-32.95825371,2.60192404,-22.3539221,33.0608,-0.633015,3.06281,1,89.3979842
GSF-GSF,143953,567743331,54.62366255,27.87032246,6.235740097,46.56291638,28.5594,1.26498,0.220116,1,39.56196512,-30.16426326,-8.321668189,-24.20777034,31.2911,-0.711945,-2.87241,-1,91.44160238
GSF-GSF,143953,109243412,50.2898138,-37.16799381,15.76577745,-29.9840936,40.3735,-0.687271,2.74042,-1,42.99689456,42.43940403,-6.630255117,1.915631462,42.9542,0.0445823,-0.154976,1,88.3364356
GSF-GSF,143953,586916661,139.917256,8.53115956,-29.86395738,136.426544,31.0586,2.18577,-1.29254,-1,26.61182688,-15.01923682,21.50784898,4.474850531,26.2329,0.169765,2.18039,1,88.12952279
GSF-GSF,143953,397449606,197.3300267,40.86782404,61.64430951,-182.9451817,73.9608,-1.63736,0.985363,-1,128.9477621,21.32427624,-22.33494219,-125.1956507,30.88,-2.10779,-0.808543,1,78.05984369
GSF-GSF,143953,603546741,25.1578908,-5.601596479,21.93546328,-10.97164696,22.6394,-0.467419,1.82082,-1,76.41892732,40.94652797,-63.31840544,-12.41023095,75.4045,-0.163848,-0.996761,1,82.51863839
GSF-GSF,143954,221484007,42.40484666,-11.65083513,-35.24797466,20.49412948,37.1236,0.527277,-1.89003,1,48.8351217,29.12729043,32.48162081,-21.94115705,43.6286,-0.483811,0.83979,-1,89.49613809
GSF-GSF,143954,221484007,14.62423741,-1.849476747,-2.885734952,-14.21690153,3.42754,-2.12996,-2.14075,1,48.8351217,29.12729043,32.48162081,-21.94115705,43.6286,-0.483811,0.83979,-1,33.16156629
GSF-GSF,143954,221484007,14.62423741,-1.849476747,-2.885734952,-14.21690153,3.42754,-2.12996,-2.14075,1,42.40484666,-11.65083513,-35.24797466,20.49412948,37.1236,0.527277,-1.89003,1,39.70484365
GSF-GSF,143954,53472601,6.544538082,0.114986658,3.350447422,5.620699119,3.35242,1.2889,1.53649,-1,38.44690879,27.32924676,5.37811893,26.50194151,27.8534,0.846645,0.194307,1,12.76684896
GSF-GSF,143954,53472601,47.4934034,-25.54036954,-15.38761819,-36.96666195,29.8176,-1.04118,-2.59935,-1,38.44690879,27.32924676,5.37811893,26.50194151,27.8534,0.846645,0.194307,1,84.69260137
GSF-GSF,143954,53472601,47.4934034,-25.54036954,-15.38761819,-36.96666195,29.8176,-1.04118,-2.59935,-1,6.544538082,0.114986658,3.350447422,5.620699119,3.35242,1.2889,1.53649,-1,33.85537119
GSF-GSF,143954,145971206,249.1564614,-58.36912642,-17.78249133,-241.5693903,61.0178,-2.08472,-2.84587,1,33.37326735,21.17342455,5.774023257,-25.14203098,21.9466,-0.980676,0.266228,-1,84.61880306
GSF-GSF,143954,136848838,30.01143149,-10.53455783,-25.4597017,-11.89591108,27.5531,-0.419346,-1.96312,-1,70.10962927,0.818584575,52.92266963,45.97696244,52.929,0.785385,1.55533,1,89.5214723
GSF-GSF,143954,80887804,53.17226489,-42.93696686,-8.042001368,30.3155545,43.6836,0.647728,-2.95644,1,71.36425551,44.28983962,-6.853074641,55.53649646,44.8169,1.04082,-0.153515,-1,88.96671685
GSF-GSF,143954,184585426,92.16988373,-13.9548887,31.09476972,85.6368136,34.0826,1.65191,1.99264,-1,38.89067419,13.84436323,-35.34268543,8.468337051,37.9575,0.22129,-1.19745,1,91.12098254
GSF-GSF,143954,16624602,121.2392648,-31.12965113,-1.916661316,117.1589969,31.1886,2.03389,-3.0801,-1,262.1023046,64.96016219,-2.315022686,253.9142297,65.0014,2.07173,-0.0356225,1,89.96115075
GSF-GSF,143954,35319730,79.31235054,36.68617847,-12.27441531,69.2380819,38.6851,1.34547,-0.322871,1,51.98858134,-38.94995789,15.52878251,30.73386216,41.9314,0.679456,2.76222,-1,85.02840413
